record_id,msisdn,imei,imsi,session_start,session_end,private_ip,public_ip,nat_port_start,bytes_up,bytes_down,dest_ip,dest_port,protocol,dest_domain,app_hint,row_sha256,batch_id,source_filename
IPDR00160,+916611724005,158657809134318,404452858842474,2026-08-13T20:39:00,2026-08-13T21:12:01,172.23.95.109,100.91.29.149,40645,20900000,167900000,149.154.175.53,5222,TCP,mtproto.telegram.org,messaging,90a96733e6bf0300c29cf9cf12e4431e8122624565f9c240487aa74a65890518,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00161,+916611724005,158657809134318,404452858842474,2026-08-13T07:36:00,2026-08-13T08:35:48,192.168.187.9,100.91.29.149,3505,29500000,215100000,104.244.42.129,443,TCP,api.twitter.com,social,f8c06d759098fe6441dc0e6554e98ab6971ebc4cd565b0022b76c8b83fc00db7,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00162,+916611724005,158657809134318,404452858842474,2026-08-13T22:45:00,2026-08-13T22:54:43,192.168.143.120,100.91.29.149,34902,23600000,288700000,142.250.192.14,443,TCP,www.google.com,browsing,2c7c6a7046a6ae49171daa4f67dede94449a75e3b262a364fc33613c892de062,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00163,+917529042284,102053950240266,404201177589178,2026-08-13T23:56:00,2026-08-14T00:14:44,192.168.27.232,100.120.37.231,23538,19400000,223800000,104.244.42.129,443,TCP,api.twitter.com,browsing,e854071a6d8c84c906a45fa0739f0effc276b4d7a799d0aa53de73188280cb79,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00164,+918159212499,698478961183676,404456576615654,2026-08-13T07:30:00,2026-08-13T08:06:59,172.25.148.43,49.168.62.106,3339,36300000,174300000,104.244.42.129,443,TCP,api.twitter.com,social,1ef1c9e9d76a2dc592564965310b967504681ccf3440e338ef3db9f6929eca81,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00165,+918159212499,698478961183676,404456576615654,2026-08-13T16:46:00,2026-08-13T16:52:11,192.168.149.208,49.168.62.106,49348,25500000,175600000,142.250.192.14,443,TCP,www.google.com,email,3a0ac36c2e9d8a52b40993c37068eda59e7f166d4f722791f1b279b656b7f82d,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00166,+918159212499,698478961183676,404456576615654,2026-08-13T07:18:00,2026-08-13T07:25:37,10.143.140.220,49.168.62.106,17863,5900000,27700000,104.244.42.129,443,TCP,api.twitter.com,social,b33637942598dee1c36fa455a6ad3f0860e7097ca6dad6fabc7caf9a9ea6c779,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00167,+917049451983,731585149368996,404200940244550,2026-08-13T10:38:00,2026-08-13T11:42:07,10.133.120.125,106.73.205.18,12873,24100000,49600000,149.154.175.53,5222,TCP,mtproto.telegram.org,messaging,ff3b34d02b856859906a86d5b5ac171dda6dd8f87eb906addb8f97a4c4f78fb8,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00168,+919104332181,001338908386376,404204026542351,2026-08-14T13:01:00,2026-08-14T13:39:45,10.251.162.155,122.185.98.181,40678,34100000,204700000,104.244.42.129,443,TCP,api.twitter.com,browsing,25e92148acd40e194112c6606be058c6e306ae64fde7e2616915d06ebf470564,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00169,+919104332181,001338908386376,404204026542351,2026-08-14T23:03:00,2026-08-14T23:32:08,172.16.145.89,122.185.98.181,24050,6800000,256899999,104.244.42.129,443,TCP,api.twitter.com,social,c7f855a32f244ec11d5a3a6060361ff44e5c6d95be71d2ebe68c8f6b8a954a3c,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00170,+917341316475,553419283276486,404455030564139,2026-08-14T21:55:00,2026-08-14T22:11:43,172.21.217.187,182.204.185.57,59772,29400000,136000000,149.154.175.53,5222,TCP,mtproto.telegram.org,messaging,72f71ee717c672de2ec92324c1df3c01c87da1f679ae4851542c97634a8ecde0,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00171,+917341316475,553419283276486,404455030564139,2026-08-14T20:08:00,2026-08-14T20:19:48,10.192.45.2,182.204.185.57,27858,9100000,145000000,104.244.42.129,443,TCP,api.twitter.com,email,6443242b1daeb6b566e384f6c267820da4fe25bab377ca07882adef21c99c90a,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00172,+916784801845,287101226916693,404203010310518,2026-08-14T15:26:00,2026-08-14T16:05:56,10.195.148.142,100.91.29.149,33175,19000000,172500000,142.250.192.14,443,TCP,www.google.com,video,c2846aba4288255adde81c57f31c9fe8cafeb942fd66d47b30fa1dd4d407aba3,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00173,+916784801845,287101226916693,404203010310518,2026-08-14T08:52:00,2026-08-14T09:50:58,10.1.78.68,49.160.29.13,20695,23800000,150800000,149.154.167.51,443,TCP,api.telegram.org,messaging,fd6b65a2a2814a888d82c365c0afef37da57dd14771d96071bc57a64000c7fb2,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00174,+916784801845,287101226916693,404203010310518,2026-08-14T22:07:00,2026-08-14T22:37:28,10.141.252.249,49.160.29.13,5396,8000000,272500000,142.250.192.14,443,TCP,www.google.com,video,8bade0259a2cde8a8c1ba2258c1b61bfb5a5555b3380527764a0ab57e990d509,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00175,+916081219136,939909169985432,404493462475107,2026-08-14T18:37:00,2026-08-14T19:17:36,172.16.132.42,100.84.224.214,39143,18000000,81100000,149.154.167.51,443,TCP,api.telegram.org,messaging,660202a3f07f41791002c5ae2def28542d4196a26f8d8431c601c90af6793ae3,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00176,+916081219136,939909169985432,404493462475107,2026-08-14T08:09:00,2026-08-14T08:42:28,172.27.214.163,100.84.224.214,24353,35300000,45000000,142.250.192.14,443,TCP,www.google.com,video,a63c523bcf55889766ac84462fff8eae96f8637800f800e134d31c3c833b4503,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00177,+916081219136,939909169985432,404493462475107,2026-08-14T08:18:00,2026-08-14T08:56:09,10.85.165.224,100.84.224.214,21747,25900000,27700000,142.250.192.14,443,TCP,www.google.com,video,96075b8283e653d40e7d2e6d3dcbc7ca99af00041724a174a939af2c19727420,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00178,+916980841241,824493534874017,404864005242786,2026-08-14T16:17:00,2026-08-14T16:25:32,10.144.190.200,100.91.29.149,32802,21800000,108700000,142.250.192.14,443,TCP,www.google.com,video,f888b2cad91a5c1c771b88e5c9652372c022fa15a90ff10f7a5bea8cc1c410ac,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00179,+916980841241,824493534874017,404864005242786,2026-08-14T20:21:00,2026-08-14T20:29:59,172.30.39.30,100.91.29.149,54687,9500000,153500000,142.250.192.14,443,TCP,www.google.com,video,ec9d471b129489ba373ef2a4323b58ba98de8bc185fd314766aab1162ed7d6d9,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00180,+916980841241,824493534874017,404864005242786,2026-08-14T11:59:00,2026-08-14T12:33:44,192.168.175.45,100.91.29.149,47547,14600000,208900000,104.244.42.129,443,TCP,api.twitter.com,video,e10a2c24c6684b994975df5d8911612b493f58d2f26e851b02364d98d5e70636,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00181,+917053315869,322602563421605,404863375433036,2026-08-14T07:47:00,2026-08-14T08:04:10,10.107.66.252,100.97.19.28,6175,6000000,209800000,104.244.42.129,443,TCP,api.twitter.com,video,0201c9d3253d0d656a902a50a17e097e13d71c483d76c82bb3b296a0d6b0f6b5,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00182,+917053315869,322602563421605,404863375433036,2026-08-14T20:44:00,2026-08-14T20:51:18,10.55.16.204,100.97.19.28,44263,1700000,147900000,149.154.167.51,443,TCP,api.telegram.org,messaging,d64492d6e92107860f70689ea73299c02ca9f78cdf833c889ee600430f218a24,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00183,+916569816934,608835615951489,404496564823662,2026-08-14T08:30:00,2026-08-14T09:34:01,10.105.102.48,100.91.29.149,44972,10900000,24500000,142.250.192.14,443,TCP,www.google.com,browsing,72d5968dbe7e3b48cc148acbe12923746640140ee0f2bc359264ee689a7856b9,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00184,+916569816934,608835615951489,404496564823662,2026-08-14T18:01:00,2026-08-14T18:12:56,172.21.123.130,100.91.29.149,38394,34000000,282800000,104.244.42.129,443,TCP,api.twitter.com,email,775831ea0418032f4aedee57bbf026fdb08d4bfcd383ee45e5b06a6875efd9bf,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00185,+916569816934,608835615951489,404496564823662,2026-08-14T09:06:00,2026-08-14T09:44:06,192.168.2.250,100.91.29.149,48560,9500000,61500000,142.250.192.14,443,TCP,www.google.com,social,50525af1b37fdd112a4bd21dc94f51f9a8b124d594f11112fc7fb0d94fbdf952,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00186,+918738721489,134332003791762,404203676320163,2026-08-14T13:58:00,2026-08-14T14:25:01,172.28.217.55,100.120.218.213,34725,28200000,59600000,142.250.192.14,443,TCP,www.google.com,browsing,ce4c186b796fbd49c6357cf0cda2e8bdd1032b70364e864c6bb3dca658b9ad51,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00187,+918277434873,714345581223625,404451665876036,2026-08-14T20:07:00,2026-08-14T20:17:26,192.168.147.143,100.91.29.149,48349,19200000,158300000,149.154.175.53,5222,TCP,mtproto.telegram.org,messaging,56dc35f619ccc617173709d27be527919aba6bd4b261d8d4011739659272f7e3,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00188,+917734670656,729806990162729,404104653755646,2026-08-14T09:20:00,2026-08-14T09:29:53,10.208.148.253,100.66.78.62,57081,16000000,139800000,104.244.42.129,443,TCP,api.twitter.com,social,282f4d7ab39408ce09cbc61104a9146dab247a37f81d3f6eee2f8f04c5c87446,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00189,+916271937452,193149190586514,404208776945314,2026-08-14T13:54:00,2026-08-14T14:57:04,10.251.53.102,103.123.208.126,29732,33800000,145300000,142.250.192.14,443,TCP,www.google.com,social,f89eef5daf3119a2f41d9b076ba8fd407bc9e1e66bb2b41e937e5c3427e68796,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00190,+916271937452,193149190586514,404208776945314,2026-08-14T23:42:00,2026-08-14T23:52:08,192.168.86.17,103.123.208.126,24860,6600000,123200000,142.250.192.14,443,TCP,www.google.com,email,cf27ab6c3590aae61f52a9cd36acd6185752d91364e28427fc675672b6166679,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00191,+918701436349,788568557444310,404455182337498,2026-08-14T17:12:00,2026-08-14T17:22:22,192.168.139.194,49.149.64.164,52764,10100000,130300000,149.154.175.53,5222,TCP,mtproto.telegram.org,messaging,38019b5dcddd6c3c4280564d00ddfa22b4c8b9ab8a68a4dde36a3b4f7f67885c,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00192,+918094777520,711671902294137,404108699938677,2026-08-14T19:22:00,2026-08-14T20:09:30,10.232.55.32,106.122.88.142,17453,24500000,124300000,149.154.175.53,5222,TCP,mtproto.telegram.org,messaging,000d88c135ee5614f44b80108e71059792ce59dca54f23be8b889ec1a8e6f8c9,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00193,+918094777520,711671902294137,404108699938677,2026-08-14T22:31:00,2026-08-14T23:15:53,172.16.91.98,106.122.88.142,40646,37800000,13800000,142.250.192.14,443,TCP,www.google.com,browsing,097d5de177928b9a1aa6088f259ddfee06a2dfde72201908c36e0686fa4ec648,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00194,+918094777520,711671902294137,404108699938677,2026-08-14T17:09:00,2026-08-14T17:53:27,172.22.150.170,106.122.88.142,33654,25300000,229300000,104.244.42.129,443,TCP,api.twitter.com,email,6defc37b0383b1dbddcf617bcab2e411bdf4a56756d340a2b7ab267ee6813381,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00195,+916936183242,067974034471340,404499401399049,2026-08-14T23:16:00,2026-08-15T00:13:15,10.196.230.81,192.168.236.106,56917,34500000,166300000,104.244.42.129,443,TCP,api.twitter.com,browsing,b850ef069179eac912128de3c83fd7887d8609c53e5dd9389051e52c41df102a,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00196,+916936183242,067974034471340,404499401399049,2026-08-14T19:28:00,2026-08-14T19:32:27,172.29.68.80,192.168.236.106,47929,2300000,169200000,142.250.192.14,443,TCP,www.google.com,social,d927ec9671046878a3c59f7fa261a7086319b354c4f8cbfe6c05831230d1cacd,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00197,+917859770348,477109324808614,404451712748467,2026-08-14T22:48:00,2026-08-14T23:28:50,172.21.28.101,100.117.174.240,18285,27300000,199700000,104.244.42.129,443,TCP,api.twitter.com,email,9d2e8b61ac3c8f5314e25a453c9e583edede533bc9ef4afa3c0f3064e9b756b3,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00198,+917859770348,477109324808614,404451712748467,2026-08-14T22:37:00,2026-08-14T23:21:06,10.14.23.33,100.117.174.240,55873,27400000,231100000,104.244.42.129,443,TCP,api.twitter.com,social,9fe90fc580ccd8e9365fde765216dadb68fcd82a27134d98baae5950bbc9fb8d,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00199,+919044997278,558867533963601,404497662702895,2026-08-14T18:51:00,2026-08-14T19:45:14,172.27.210.90,100.91.29.149,4723,35800000,105700000,104.244.42.129,443,TCP,api.twitter.com,browsing,295b13caf0a3b7e4c11ae302d4036f1459991033fdfbdc8a34b4e263fbcd0d9e,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00200,+919044997278,558867533963601,404497662702895,2026-08-14T14:15:00,2026-08-14T15:01:14,10.172.86.6,100.91.29.149,36309,13200000,30100000,104.244.42.129,443,TCP,api.twitter.com,browsing,3b861afc45abd9747ab5144c3a9d74836c85668ca30a19d8b3a7ce346bc88d4e,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00201,+916611724005,158657809134318,404452858842474,2026-08-14T08:29:00,2026-08-14T09:09:46,192.168.11.253,100.91.29.149,21767,21100000,129199999,104.244.42.129,443,TCP,api.twitter.com,browsing,b6c5fb2f6068cee08d8031efe171f7a34fb4d6bd530a411d2c3e33cd51248593,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00202,+916611724005,158657809134318,404452858842474,2026-08-14T19:36:00,2026-08-14T20:00:00,172.31.173.43,100.91.29.149,41317,23300000,243500000,142.250.192.14,443,TCP,www.google.com,browsing,c6c844772350df1e9e2eac59169f5c5cc09c5d5676f49ae3053d7cd4a7c854bd,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00203,+917529042284,102053950240266,404201177589178,2026-08-14T18:27:00,2026-08-14T19:02:55,172.24.24.77,100.120.37.231,38610,25800000,292400000,142.250.192.14,443,TCP,www.google.com,browsing,2d9870eb79013fd10b5ece2f34d32f0a14eecd5367fa7c6a6bf40c07ff89697b,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00204,+917529042284,102053950240266,404201177589178,2026-08-14T19:51:00,2026-08-14T20:35:38,192.168.172.70,100.120.37.231,5432,30000000,32100000,142.250.192.14,443,TCP,www.google.com,email,84a41a8f4a836dca3369155c930d38287ad64910c0f96837356556cb986c4856,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00205,+918159212499,698478961183676,404456576615654,2026-08-14T23:30:00,2026-08-14T23:46:19,172.26.102.107,49.168.62.106,27389,14500000,27600000,104.244.42.129,443,TCP,api.twitter.com,social,82f85c6197ae0b6d3eb3a090add7b0c25c056deba787ea2923f04505df168606,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00206,+918159212499,698478961183676,404456576615654,2026-08-14T15:39:00,2026-08-14T16:26:50,192.168.255.55,49.168.62.106,44330,30800000,58300000,142.250.192.14,443,TCP,www.google.com,browsing,aa78cc509cc1fe9ba05224d2a87b8143312a8f00653bf9ca2288a5830d5234cb,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00207,+918159212499,698478961183676,404456576615654,2026-08-14T21:17:00,2026-08-14T22:22:48,172.30.75.62,49.168.62.106,10885,23100000,189900000,142.250.192.14,443,TCP,www.google.com,email,b96a705ea4b217ba88d812c4788242367b9335f205460b6180223b46a20750fb,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00208,+917049451983,731585149368996,404200940244550,2026-08-14T16:54:00,2026-08-14T17:24:00,172.24.146.166,106.73.205.18,11548,13400000,249900000,142.250.192.14,443,TCP,www.google.com,browsing,fa8678e1d8afe4588376989c94aef809406a8703adea8b717234a5c3c0f505ab,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00209,+917049451983,731585149368996,404200940244550,2026-08-14T15:43:00,2026-08-14T16:12:42,172.30.248.144,106.73.205.18,29606,10300000,49200000,142.250.192.14,443,TCP,www.google.com,browsing,95bedd505b7e62523a4fae63eece2b8c430226abad5cf12bf9bc91cfb2fa2502,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00210,+917049451983,731585149368996,404200940244550,2026-08-14T20:41:00,2026-08-14T20:56:47,192.168.90.165,106.73.205.18,56894,7200000,45200000,104.244.42.129,443,TCP,api.twitter.com,social,786019d843308feda73a2319babad9a89f0efd01fc7a5b10608d93acd1b93b23,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00211,+919104332181,001338908386376,404204026542351,2026-08-15T16:45:00,2026-08-15T17:39:01,192.168.186.86,122.185.98.181,54708,20700000,221100000,142.250.192.14,443,TCP,www.google.com,browsing,bbe49a8fadc383d043a5722d5a97ace9c57e1cda1f569ee18207fb9732242fd2,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00212,+917341316475,553419283276486,404455030564139,2026-08-15T10:54:00,2026-08-15T11:25:58,172.26.146.130,182.204.185.57,12247,38800000,231900000,142.250.192.14,443,TCP,www.google.com,browsing,0214f233074ca546d5b5fdb1902cd9da366d177f91204c2b6fa45a2d7aa12f53,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00213,+916784801845,287101226916693,404203010310518,2026-08-15T15:23:00,2026-08-15T15:49:37,10.70.219.106,49.160.29.13,27848,25500000,77400000,104.244.42.129,443,TCP,api.twitter.com,email,c1058e601e670e49ddee55fc2652c45ea1ac5208323791d6695bd94e90c3346a,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00214,+916081219136,939909169985432,404493462475107,2026-08-15T23:50:00,2026-08-16T00:56:25,10.173.161.103,100.84.224.214,51642,2200000,47900000,142.250.192.14,443,TCP,www.google.com,browsing,010f3401a3730d63fb795607f990fda3afbbdad0d52664342196aca526426339,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00215,+916081219136,939909169985432,404493462475107,2026-08-15T12:27:00,2026-08-15T12:55:50,192.168.151.108,100.84.224.214,27369,30600000,199800000,142.250.192.14,443,TCP,www.google.com,video,767ee4b814e5008b25be78b389896ca91ecbdc49ba735638164402e9bebc4238,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00216,+916980841241,824493534874017,404864005242786,2026-08-15T16:46:00,2026-08-15T17:50:04,192.168.206.115,100.91.29.149,43221,14400000,249000000,142.250.192.14,443,TCP,www.google.com,email,9630ee112f033cf4ec9718540f2361efefa5dfb1d366c77eb82d7dde8611d21d,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00217,+916980841241,824493534874017,404864005242786,2026-08-15T13:56:00,2026-08-15T14:45:36,172.18.18.138,100.91.29.149,22945,14500000,244500000,149.154.167.51,443,TCP,api.telegram.org,messaging,067034d408e4f7670fbf2b32eb217872f4e2cb1dcb573c3ef7a8506de29a3a8e,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00218,+916980841241,824493534874017,404864005242786,2026-08-15T19:46:00,2026-08-15T20:23:31,192.168.174.194,100.91.29.149,42684,39700000,88800000,104.244.42.129,443,TCP,api.twitter.com,browsing,2e9dff68cbbdbd9efa064caa91f514c7a5f7bdabe7f4f751a0c8968b69fec93f,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00219,+917053315869,322602563421605,404863375433036,2026-08-15T07:01:00,2026-08-15T07:19:28,192.168.30.216,100.97.19.28,25467,33500000,94700000,149.154.167.51,443,TCP,api.telegram.org,messaging,ec8c8a36acd19246306d58c1b3d1a8004726019b2754741e7d75aca8f469315a,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00220,+916569816934,608835615951489,404496564823662,2026-08-15T23:22:00,2026-08-15T23:27:15,192.168.2.117,100.91.29.149,23239,30500000,282700000,149.154.175.53,5222,TCP,mtproto.telegram.org,messaging,50a5bedcead540a7f6a478725f96f8e53ef27fbe38272fb1c9f767cc43cf314e,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00221,+916569816934,608835615951489,404496564823662,2026-08-15T14:51:00,2026-08-15T15:16:54,192.168.193.134,100.91.29.149,49357,12700000,201700000,142.250.192.14,443,TCP,www.google.com,email,0dc66066a1a9d20b6f4c4630d92b91365555ba6bf1c012e12b9ca36c0f587652,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00222,+918738721489,134332003791762,404203676320163,2026-08-15T10:20:00,2026-08-15T11:18:10,172.18.47.16,100.120.218.213,28869,31400000,139000000,104.244.42.129,443,TCP,api.twitter.com,video,1d728baaf28412e1789840956a413cf3b9363ed961bd79c1e9b4c4d4741f7646,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00223,+918277434873,714345581223625,404451665876036,2026-08-15T22:13:00,2026-08-15T22:20:19,172.31.216.113,100.91.29.149,46179,15400000,160200000,104.244.42.129,443,TCP,api.twitter.com,email,3000ac3f3242cc272e86935538434a9ff43132dfa965c44542b22762b99c60a1,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00224,+917734670656,729806990162729,404104653755646,2026-08-15T20:52:00,2026-08-15T21:03:51,192.168.60.178,100.66.78.62,14959,20700000,148000000,149.154.167.51,443,TCP,api.telegram.org,messaging,6cbea1680d467797fbc8671b9ce3036a3985691b530eebbecda6dbb369e4203e,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00225,+917734670656,729806990162729,404104653755646,2026-08-15T21:30:00,2026-08-15T22:22:57,10.61.189.147,100.66.78.62,20002,7100000,169900000,104.244.42.129,443,TCP,api.twitter.com,browsing,1ba6b3ee6787443ce7a14f744824b1644a9a7ab7514db3f1d3cc59c6700b66f0,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00226,+916271937452,193149190586514,404208776945314,2026-08-15T23:09:00,2026-08-15T23:36:21,10.73.72.201,103.123.208.126,39665,12900000,115500000,104.244.42.129,443,TCP,api.twitter.com,social,c93959534768b4acbb84ce60177f70681479e237d0ac7b7cc16e9fafd7335f91,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00227,+918701436349,788568557444310,404455182337498,2026-08-15T08:59:00,2026-08-15T10:01:41,10.178.34.223,49.149.64.164,3952,12100000,59000000,149.154.167.51,443,TCP,api.telegram.org,messaging,4101954a3177a2cbbeee99a619d69cf5c6fa3a646fd22da8e00e173cb6035e5b,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00228,+918701436349,788568557444310,404455182337498,2026-08-15T20:30:00,2026-08-15T21:10:37,192.168.67.196,49.149.64.164,10102,18600000,104700000,149.154.175.53,5222,TCP,mtproto.telegram.org,messaging,3d89e143305ae7cbff9d05ac6f9548a2c90063201c86f2c02de26b35534e6720,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00229,+918094777520,711671902294137,404108699938677,2026-08-15T21:48:00,2026-08-15T22:35:32,192.168.209.100,106.122.88.142,16282,18500000,260600000,142.250.192.14,443,TCP,www.google.com,social,eb22123d47ef970513d261ba65e748469f04011c89d33a3009d1bba050b99e78,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00230,+918094777520,711671902294137,404108699938677,2026-08-15T19:21:00,2026-08-15T20:08:46,192.168.12.147,106.122.88.142,42318,35700000,222100000,142.250.192.14,443,TCP,www.google.com,browsing,1973d7a2b2a7a2e196fe0075a7a69aeec7b4e111ef53b47e4e5db6da4a9cce23,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00231,+918094777520,711671902294137,404108699938677,2026-08-15T16:35:00,2026-08-15T17:20:57,192.168.96.193,106.122.88.142,32208,22800000,61800000,142.250.192.14,443,TCP,www.google.com,email,93086c4fad36ac6a95eeedd84e63f8dfd1930042d8dcde74199ce6f83fed2754,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00232,+916936183242,067974034471340,404499401399049,2026-08-15T07:07:00,2026-08-15T07:10:17,10.164.205.151,192.168.236.106,3972,11700000,65700000,104.244.42.129,443,TCP,api.twitter.com,email,5bf3bf46f72292fc42f5294538fcc0c3464ac7d5759a7e1557ed4e495c003e87,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00233,+916936183242,067974034471340,404499401399049,2026-08-15T22:55:00,2026-08-15T23:20:12,172.24.46.30,192.168.236.106,7533,18000000,127400000,104.244.42.129,443,TCP,api.twitter.com,email,827e3f4bda34738c80ced29ff7d67e7e98f6d13b33b755786db640424d858686,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00234,+916936183242,067974034471340,404499401399049,2026-08-15T12:18:00,2026-08-15T12:32:28,192.168.86.16,192.168.236.106,41294,11000000,31400000,104.244.42.129,443,TCP,api.twitter.com,social,d8cdb7f36d79f2c3d1bc0179b0db8f1e35d6b35accd1e988592cc32b87995f3b,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00235,+917859770348,477109324808614,404451712748467,2026-08-15T12:01:00,2026-08-15T12:23:20,172.28.61.14,100.117.174.240,14298,16200000,99400000,149.154.175.53,5222,TCP,mtproto.telegram.org,messaging,3b4f5c004b0fba50bc09a6ff0b0b2404b895272dca8f0db32c5abc5fda0c8b25,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00236,+917859770348,477109324808614,404451712748467,2026-08-15T14:48:00,2026-08-15T15:23:39,10.162.237.142,100.117.174.240,27702,20800000,153800000,104.244.42.129,443,TCP,api.twitter.com,browsing,00910c842e0b4abd57e1b7a1225d62757ebca97ac93a80842a08e6a7a3b3a153,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00237,+919044997278,558867533963601,404497662702895,2026-08-15T22:01:00,2026-08-15T22:46:14,10.64.155.146,100.91.29.149,27680,10100000,266399999,142.250.192.14,443,TCP,www.google.com,social,fe61d1ac344222ac8f900a31b3988a97238115bb2f50cce7bb22a2c3565fdd59,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00238,+916611724005,158657809134318,404452858842474,2026-08-15T09:54:00,2026-08-15T10:49:26,192.168.216.247,100.91.29.149,37406,38700000,115100000,142.250.192.14,443,TCP,www.google.com,video,dea923b08c2d630b0e318293738bf9890d418a111ee0d2bea791f32dc705f622,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00239,+916611724005,158657809134318,404452858842474,2026-08-15T21:02:00,2026-08-15T21:59:28,10.30.246.70,100.91.29.149,40205,19100000,249700000,142.250.192.14,443,TCP,www.google.com,social,aba70ea7be34b9ca43ae432259225bc0a61753b0b7d4e979414ff09177c78d79,951295eb92521845564dfa6eb48f60cd,ipdr.csv
